"id","name","uri","comment","type","user_id","sender_id","created_at","updated_at"
1,Num IP 2023 (1).docx,https://verite-app.com/storage/medias/images/LxSPxrKwcngkST5W1f3G5x59BF2zHLWIcHPdJ9tw.docx,<p>un grand evenement se prepare pour les assemblées de la verite&nbsp;</p>,application/vnd.openxmlformats-officedocument.wordprocessingml.document,,2,"2024-04-15 16:19:13","2024-04-15 16:19:13"
